numero_leccion,titulo,url,descripcion,ejemplos_codigo,categoria
72,Set Exercises,https://www.w3schools.com/python/python_sets_exercises.asp,"Python -Set Exercises
Test Yourself With Exercises
Now you have learned a lot about sets, and how to use them in Python.
Are you ready for a test?
Test your Python Set skills with exercises from all categories:",,Python Avanzado
73,Python Dictionaries,https://www.w3schools.com/python/python_dictionaries.asp,"PythonDictionaries
Dictionary
Dictionaries are used to store data values in key:value pairs.
A dictionary is a collection which is ordered*, changeable and do not 
allow duplicates.
As of Python version 3.7, dictionaries areordered. 
  In Python 3.6 and earlier, dictionaries areunordered.","thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}print(thisdict)
---
thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}print(thisdict[""brand""])
---
thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964,""year"": 2020}print(thisdict)",Python Avanzado
74,Python Dictionaries,https://www.w3schools.com/python/python_dictionaries.asp,"PythonDictionaries
Dictionary
Dictionaries are used to store data values in key:value pairs.
A dictionary is a collection which is ordered*, changeable and do not 
allow duplicates.
As of Python version 3.7, dictionaries areordered. 
  In Python 3.6 and earlier, dictionaries areunordered.","thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}print(thisdict)
---
thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}print(thisdict[""brand""])
---
thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964,""year"": 2020}print(thisdict)",Python Avanzado
75,Access Items,https://www.w3schools.com/python/python_dictionaries_access.asp,"Python -Access Dictionary Items
Accessing Items
You can access the items of a dictionary by referring to its key name, inside 
square brackets:
Example
Get the value of the ""model"" key:","thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}x = thisdict[""model""]
---
x = thisdict.get(""model"")
---
x = thisdict.keys()",Python Avanzado
76,Change Items,https://www.w3schools.com/python/python_dictionaries_change.asp,"Python -Change Dictionary Items
Change Values
You can change the value of a specific item by referring to its key name:
Example
Change the ""year"" to 2018:","thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}thisdict[""year""] = 2018
---
thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}thisdict.update({""year"": 2020})",Python Avanzado
77,Add Items,https://www.w3schools.com/python/python_dictionaries_add.asp,"Python -Add Dictionary Items
Adding Items
Adding an item to the dictionary is done by using a new index key and assigning a value to it:
Example
Update Dictionary","thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}thisdict[""color""] = ""red""print(thisdict)
---
thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}thisdict.update({""color"": 
  ""red""})",Python Avanzado
78,Remove Items,https://www.w3schools.com/python/python_dictionaries_remove.asp,"Python -Remove Dictionary Items
Removing Items
There are several methods to remove items from a dictionary:
Example
Thepop()method removes the item with the specified key name:","thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}thisdict.pop(""model"")print(thisdict)
---
thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}thisdict.popitem()print(thisdict)
---
thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}del thisdict[""model""]print(thisdict)",Python Avanzado
79,Loop Dictionaries,https://www.w3schools.com/python/python_dictionaries_loop.asp,"Python -Loop Dictionaries
Loop Through a Dictionary
You can loop through a dictionary by using aforloop.
When looping through a dictionary, the return value are thekeysof 
the dictionary, but there are methods to return thevaluesas well.
Example","for x in thisdict:print(x)
---
for x in thisdict:print(thisdict[x])
---
for x in thisdict.values():print(x)",Python Avanzado
80,Copy Dictionaries,https://www.w3schools.com/python/python_dictionaries_copy.asp,"Python -Copy Dictionaries
Copy a Dictionary
You cannot copy a dictionary simply by typingdict2 = 
dict1, because:dict2will only be areferencetodict1, and changes made indict1will automatically also be made indict2.
There are ways to make a copy, one way is to use the built-in Dictionary 
methodcopy().
Example","thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}mydict 
  = thisdict.copy()print(mydict)
---
thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}mydict 
  = dict(thisdict)print(mydict)",Python Avanzado
81,Nested Dictionaries,https://www.w3schools.com/python/python_dictionaries_nested.asp,"Python -Nested Dictionaries
Nested Dictionaries
A dictionary can contain dictionaries, this is called nested 
dictionaries.
Example
Create a dictionary that contain three dictionaries:","myfamily = {""child1"" : {""name"" : ""Emil"",""year"" : 2004},""child2"" : {""name"" : ""Tobias"",""year"" : 2007},""child3"" : {""name"" : ""Linus"",""year"" : 2011}}
---
child1 = {""name"" : ""Emil"",""year"" : 2004}child2 = {""name"" : ""Tobias"",""year"" : 2007}child3 = {""name"" : ""Linus"",""year"" : 2011}myfamily = {""child1"" : child1,""child2"" : child2,""child3"" : child3}
---
print(myfamily[""child2""][""name""])",Python Avanzado
82,Dictionary Methods,https://www.w3schools.com/python/python_dictionaries_methods.asp,"PythonDictionary Methods
Dictionary Methods
Python has a set of built-in methods that you can use on dictionaries.",,Python Avanzado
83,Dictionary Exercises,https://www.w3schools.com/python/python_dictionaries_exercises.asp,"PythonDictionary Exercises
Test Yourself With Exercises
Now you have learned a lot about dictionaries, and how to use them in Python.
Are you ready for a test?
Test your Python Dictionary skills with exercises from all categories:",,Python Avanzado
84,Python If...Else,https://www.w3schools.com/python/python_conditions.asp,"PythonIf Statement
Python Conditions and If statements
Python supports the usual logical conditions from mathematics:
These conditions can be used in several ways, most commonly in ""if statements"" and loops.
An ""if statement"" is written by using theifkeyword.","a = 33b = 200if b > a:print(""b is greater than a"")
---
number = 15if number > 0:print(""The number is positive"")
---
a = 33b = 200if b > a:print(""b is greater than a"")
# you will get an error",Python Avanzado
85,Python If,https://www.w3schools.com/python/python_conditions.asp,"PythonIf Statement
Python Conditions and If statements
Python supports the usual logical conditions from mathematics:
These conditions can be used in several ways, most commonly in ""if statements"" and loops.
An ""if statement"" is written by using theifkeyword.","a = 33b = 200if b > a:print(""b is greater than a"")
---
number = 15if number > 0:print(""The number is positive"")
---
a = 33b = 200if b > a:print(""b is greater than a"")
# you will get an error",Python Avanzado
86,Python Elif,https://www.w3schools.com/python/python_if_elif.asp,"PythonElif Statement
The Elif Keyword
Theelifkeyword is Python's way of saying ""if the previous conditions were not true, then 
try this condition"".
Theelifkeyword allows you to check multiple expressions forTrueand execute a block of code as soon as one of the conditions evaluates toTrue.
Example","a = 33b = 33if b > a:print(""b is greater than a"")elif a == b:print(""a and b are equal"")
---
score = 75if score >= 90:print(""Grade: A"")elif score >= 80:print(""Grade: B"")elif score >= 70:print(""Grade: C"")elif score >= 60:print(""Grade: D"")
---
age = 25if age < 13:print(""You are a child"")elif age < 20:print(""You are a teenager"")elif age < 65:print(""You are an adult"")elif age >= 65:print(""You are a senior"")",Python Avanzado
87,Python Else,https://www.w3schools.com/python/python_if_else.asp,"PythonElse Statement
The Else Keyword
Theelsekeyword catches anything which isn't caught by the preceding conditions.
Theelsestatement is executed when theifcondition (and anyelifconditions) evaluate toFalse.
Example","a = 200b = 33if b > a:print(""b is greater than a"")elif a == b:print(""a and b are equal"")else:print(""a is greater than b"")
---
a = 200b = 33if b > a:print(""b is greater than a"")else:print(""b is not greater than a"")
---
number = 7if number % 2 == 0:print(""The number is even"")else:print(""The number is odd"")",Python Avanzado
88,Shorthand If,https://www.w3schools.com/python/python_if_shorthand.asp,"PythonShorthand If
Short Hand If
If you have only one statement to execute, you can put it on the same line as theifstatement.
Example
One-lineifstatement:","a = 5b = 2if a > b: print(""a is greater than b"")
---
a = 2b = 330print(""A"") if a > b else print(""B"")
---
a = 10b = 20bigger = a if a > b else bprint(""Bigger is"", bigger)",Python Avanzado
89,Logical Operators,https://www.w3schools.com/python/python_if_logical.asp,"PythonLogical Operators
Python Logical Operators
Logical operators are used to combine conditional statements. Python has three logical operators:
The and Operator
Theandkeyword is a logical operator, and 
is used to combine conditional statements. Both conditions must be true for the entire expression to be true.","a = 200b = 33c = 500if a > b and c > a:print(""Both conditions are True"")
---
a = 200b = 33c = 500if a > b or a > c:print(""At least one of the conditions is True"")
---
a = 33b = 200if not a > b:print(""a is NOT greater than b"")",Python Avanzado
90,Nested If,https://www.w3schools.com/python/python_if_nested_if.asp,"PythonNested If
Nested If Statements
You can haveifstatements insideifstatements. This is callednestedifstatements.
Example
In this example, the innerifstatement only runs if the outer condition (x > 10) is true.","x = 41if x > 10:print(""Above ten,"")if x > 20:print(""and also above 20!"")else:print(""but not above 20."")
---
age = 25has_license = Trueif age >= 18:if has_license:print(""You can drive"")else:print(""You need a license"")else:print(""You are too young to drive"")
---
score = 85attendance = 90submitted = Trueif score >= 60:if attendance >= 80:if submitted:print(""Pass with good standing"")else:print(""Pass but missing assignment"")else:print(""Pass but low attendance"")else:print(""Fail"")",Python Avanzado
91,Pass Statement,https://www.w3schools.com/python/python_if_pass.asp,"PythonPass Statement
The pass Statement
ifstatements cannot be empty, but if you 
for some reason have anifstatement with no content, put in thepassstatement to avoid getting an error.
Example
Thepassstatement is a null operation - nothing happens when it executes. It serves as a placeholder.","a = 33b = 200if b > a:pass
---
age = 16if age < 18:pass  # TODO: Add underage logic laterelse:print(""Access granted"")
---
score = 85if score > 90:# This is excellent# This will raise an IndentationError",Python Avanzado
92,Python Match,https://www.w3schools.com/python/python_match.asp,"PythonMatch
Thematchstatement is used to perform different actions based on different conditions.
The Python Match Statement
Instead of writingmanyif..elsestatements, you can use thematchstatement.
Thematchstatement selects one of many code blocks to be executed.","matchexpression:case x:code blockcase y:code blockcase z:code block
---
day = 4match day:case 1:print(""Monday"")case 2:print(""Tuesday"")case 3:print(""Wednesday"")case 4:print(""Thursday"")case 5:print(""Friday"")case 6:print(""Saturday"")case 7:print(""Sunday"")
---
day = 4match day:case 6:print(""Today is Saturday"")case 7:print(""Today is Sunday"")case _:print(""Looking forward to the Weekend"")",Python Avanzado
93,Python While Loops,https://www.w3schools.com/python/python_while_loops.asp,"PythonWhile Loops
Python Loops
Python has two primitive loop commands:
The while Loop
With thewhileloop we can execute a set of statements as long as a condition is true.","i = 1while i < 6:print(i)i += 1
---
i = 1while i < 6:print(i)if i == 3:breaki += 1
---
i = 0while i < 6:i += 1if i == 3:continueprint(i)",Python Avanzado
94,Python For Loops,https://www.w3schools.com/python/python_for_loops.asp,"PythonFor Loops
Python For Loops
Aforloop is used for iterating over a sequence (that is either a list, a tuple, 
a dictionary, a set, or a string).
This is less like theforkeyword in other programming languages, and works more like an iterator method as found in other object-orientated programming languages.
With theforloop we can execute a set of statements, once for each item in a list, tuple, set etc.","fruits = [""apple"", ""banana"", ""cherry""]for 
  x in fruits:print(x)
---
for x in ""banana"":print(x)
---
fruits = [""apple"", ""banana"", ""cherry""]for x in fruits:print(x)if x == 
  ""banana"":break",Python Avanzado
95,Python Functions,https://www.w3schools.com/python/python_functions.asp,"PythonFunctions
Python Functions
A function is a block of code which only runs when it is called.
A function can return data as a result.
A function helps avoiding code repetition.","def my_function():print(""Hello from a function"")
---
def my_function():print(""Hello from a function"")my_function()
---
def my_function():print(""Hello from a function"")my_function()my_function()my_function()",Python Avanzado
96,Python Functions,https://www.w3schools.com/python/python_functions.asp,"PythonFunctions
Python Functions
A function is a block of code which only runs when it is called.
A function can return data as a result.
A function helps avoiding code repetition.","def my_function():print(""Hello from a function"")
---
def my_function():print(""Hello from a function"")my_function()
---
def my_function():print(""Hello from a function"")my_function()my_function()my_function()",Python Avanzado
97,Python Arguments,https://www.w3schools.com/python/python_arguments.asp,"PythonFunction Arguments
Arguments
Information can be passed into functions as arguments.
Arguments are specified after the function name, inside the parentheses.
You can add as many arguments as you want, just separate them with a comma.
The following example has a function with one argument (fname).
When the function is called, we pass along a first name,
which is used inside the function to print the full name:","def my_function(fname):print(fname+ "" Refsnes"")my_function(""Emil"")my_function(""Tobias"")my_function(""Linus"")
---
def my_function(name): # name is aparameterprint(""Hello"", name)my_function(""Emil"") # ""Emil"" is anargument
---
def my_function(fname, lname):print(fname + "" "" + lname)my_function(""Emil"", ""Refsnes"")",Python Avanzado
98,Python *args / **kwargs,https://www.w3schools.com/python/python_args_kwargs.asp,"Python*args and **kwargs
*args and **kwargs
By default, a function must be called with the correct number of arguments.
However, sometimes you may not know how many arguments that will be passed into your function.
*args and **kwargs allow functions to accept a unknown number of arguments.","def my_function(*kids):print(""The youngest child is "" + kids[2])my_function(""Emil"", ""Tobias"", ""Linus"")
---
def my_function(*args):print(""Type:"", type(args))print(""First argument:"", args[0])print(""Second argument:"", args[1])print(""All arguments:"", args)my_function(""Emil"", ""Tobias"", ""Linus"")
---
def my_function(greeting, *names):for name in names:print(greeting, name)my_function(""Hello"", ""Emil"", ""Tobias"", ""Linus"")",Python Avanzado
99,Python Scope,https://www.w3schools.com/python/python_scope.asp,"PythonScope
Scope
A variable is only available from inside the region it is 
created. This is calledscope.
Local Scope
A variable created inside a function belongs to thelocal scopeof 
that function, and can only be used inside that function.","def myfunc():x = 300print(x)myfunc()
---
def myfunc():x = 300def myinnerfunc():print(x)myinnerfunc()myfunc()
---
x = 300def myfunc():print(x)myfunc()print(x)",Python Avanzado
100,Python Decorators,https://www.w3schools.com/python/python_decorators.asp,"PythonDecorators
Decorators let you add extra behavior to a function, without changing the function's code.
A decorator is a function that takes another function as input and returns a new function.
Basic Decorator
Define the decorator first, then apply it with@decorator_nameabove the function.","def changecase(func):def myinner():return func().upper()return myinner@changecasedef myfunction():return ""Hello Sally""print(myfunction())
---
def changecase(func):def myinner():return func().upper()return myinner@changecasedef myfunction():return ""Hello Sally""@changecasedef otherfunction():return ""I am speed!""print(myfunction())print(otherfunction())
---
def changecase(func):def myinner(x):return func(x).upper()return myinner@changecasedef myfunction(nam):return ""Hello "" + namprint(myfunction(""John""))",Python Avanzado
101,Python Lambda,https://www.w3schools.com/python/python_lambda.asp,"PythonLambda
Lambda Functions
A lambda function is a small anonymous function.
A lambda function can take any number of arguments, but can only have one expression.
Syntax","lambdaarguments:expression
---
x = lambda a : a + 10print(x(5))
---
x = lambda a, b : a * bprint(x(5, 6))",Python Avanzado
102,Python Recursion,https://www.w3schools.com/python/python_recursion.asp,"PythonRecursion
Recursion
Recursion is when a function calls itself.
Recursion is a common mathematical and programming concept.
  It means that a function calls itself.
  This has the benefit of meaning that you can loop through data to reach a result.
The developer should be very careful with recursion as it can be quite easy to slip into writing a function which never terminates,
  or one that uses excess amounts of memory or processor power.
  However, when written correctly recursion can be","def countdown(n):if n <= 0:print(""Done!"")else:print(n)countdown(n - 1)countdown(5)
---
def factorial(n):# Base caseif n == 0 or n == 1:return 1# Recursive caseelse:return n * factorial(n - 1)print(factorial(5))
---
def fibonacci(n):if n <= 1:return nelse:return fibonacci(n - 1) + fibonacci(n - 2)print(fibonacci(7))",Python Avanzado
103,Python Generators,https://www.w3schools.com/python/python_generators.asp,"PythonGenerators
Generators
Generators are functions that can pause and resume their execution.
When a generator function is called, it returns agenerator object, which is an iterator.
The code inside the function is not executed yet, it is only compiled. The function only executes when you iterate over the generator.","def my_generator():yield 1yield 2yield 3for value in my_generator():print(value)
---
def count_up_to(n):count = 1while count <= n:yield countcount += 1for num in count_up_to(5):print(num)
---
def large_sequence(n):for i in range(n):yield i# This doesn't create a million numbers in memorygen = large_sequence(1000000)print(next(gen))print(next(gen))print(next(gen))",Python Avanzado
104,Python Range,https://www.w3schools.com/python/python_range.asp,"Pythonrange
Python range
The built-inrange()function returns an immutable sequence of numbers, commonly used for looping a specific number of times.
This set of numbers has its own data type calledrange.
Creating ranges","x = range(10)
---
x = range(3, 10)
---
x = range(3, 10, 2)",Python Avanzado
105,Python Arrays,https://www.w3schools.com/python/python_arrays.asp,"PythonArrays
Note:Python does not have built-in support for Arrays, 
  butPython Listscan be used instead.
Arrays
Note:This page shows you how to use LISTS as ARRAYS, however, to work with arrays in Python you will have to import
  a library, like theNumPy library.
Arrays are used to store multiple values in one single variable:","cars = [""Ford"", ""Volvo"", ""BMW""]
---
car1 = ""Ford""car2 = ""Volvo""car3 = ""BMW""
---
x = cars[0]",Python Avanzado
106,Python Iterators,https://www.w3schools.com/python/python_iterators.asp,"PythonIterators
Python Iterators
An iterator is an object that contains a countable number of values.
An iterator is an object that can be iterated upon, meaning that you can 
traverse through all the values.
Technically, in Python, an iterator is an object which implements the 
iterator protocol, which consist of the methods__iter__()and__next__().","mytuple = (""apple"", ""banana"", ""cherry"")myit = iter(mytuple)print(next(myit))print(next(myit))print(next(myit))
---
mystr = ""banana""myit = iter(mystr)print(next(myit))print(next(myit))print(next(myit))print(next(myit))print(next(myit))print(next(myit))
---
mytuple = (""apple"", ""banana"", ""cherry"")for x in mytuple:print(x)",Python Avanzado
107,Python Modules,https://www.w3schools.com/python/python_modules.asp,"PythonModules
What is a Module?
Consider a module to be the same as a code library.
A file containing a set of functions you want to include in your application.
Create a Module","def greeting(name):print(""Hello, "" + name)
---
import mymodulemymodule.greeting(""Jonathan"")
---
person1 = {""name"": ""John"",""age"": 36,""country"": ""Norway""}",Python Avanzado
108,Python Dates,https://www.w3schools.com/python/python_datetime.asp,"PythonDatetime
Python Dates
A date in Python is not a data type of its own, but we can import a module 
nameddatetimeto work with dates as date 
objects.
Example
Import the datetime module and display the current date:","import datetimex = datetime.datetime.now()print(x)
---
import datetimex = datetime.datetime.now()print(x.year)print(x.strftime(""%A""))
---
import datetimex = datetime.datetime(2020, 5, 17)print(x)",Python Avanzado
109,Python Math,https://www.w3schools.com/python/python_math.asp,"PythonMath
Python has a set of built-in math functions, including an extensive math module, that allows you to perform mathematical tasks on numbers.
Built-in Math Functions
Themin()andmax()functions can be used to find the lowest or highest value in an iterable:
Example","x = min(5, 10, 25)y = max(5, 10, 25)print(x)print(y)
---
x = abs(-7.25)print(x)
---
x = pow(4, 3)print(x)",Python Avanzado
110,Python JSON,https://www.w3schools.com/python/python_json.asp,"PythonJSON
JSON is a syntax for storing and exchanging data.
JSON is text, written with JavaScript object notation.
JSON in Python
Python has a built-in package calledjson, which can be used to work with JSON data.","import json
---
import json# some JSON:x =  '{ ""name"":""John"", ""age"":30, ""city"":""New 
  York""}'# parse x:y = json.loads(x)# the result is a 
  Python dictionary:print(y[""age""])
---
import json# a Python object (dict):x = {""name"": 
  ""John"",""age"": 30,""city"": ""New York""}# 
  convert into JSON:y = json.dumps(x)# the result is a JSON string:print(y)",Python Avanzado
111,Python RegEx,https://www.w3schools.com/python/python_regex.asp,"PythonRegEx
A RegEx, or Regular Expression, is a sequence of characters that forms a search pattern.
RegEx can be used to check if a string contains the specified search pattern.
RegEx Module
Python has a built-in package calledre, which can be used to work with 
Regular Expressions.","import re
---
import 
    retxt = ""The rain in Spain""x = re.search(""^The.*Spain$"", txt)
---
import retxt = ""The rain in Spain""x = re.findall(""ai"", 
  txt)print(x)",Python Avanzado
112,Python PIP,https://www.w3schools.com/python/python_pip.asp,"PythonPIP
What is PIP?
PIP is a package manager for Python packages, or modules if you like.
Note:If you have Python version 3.4 or later, PIP is included by default.
What is a Package?","C:\Users\Your Name\AppData\Local\Programs\Python\Python36-32\Scripts>pip --version
---
C:\Users\Your Name\AppData\Local\Programs\Python\Python36-32\Scripts>pip 
  install camelcase
---
import camelcasec = camelcase.CamelCase()txt = ""hello world""print(c.hump(txt))",Python Avanzado
113,Python Try...Except,https://www.w3schools.com/python/python_try_except.asp,"PythonTry Except
Thetryblock lets you test a 
block of code for errors.
Theexceptblock lets you 
handle the error.
Theelseblock lets you 
execute code when there is no error.
Thefinallyblock lets you 
execute code, regardless of the result of the try- and except blocks.","try:print(x)except:print(""An exception occurred"")
---
print(x)
---
try:print(x)except NameError:print(""Variable x 
  is not defined"")except:print(""Something else went 
  wrong"")",Python Avanzado
114,Python String Formatting,https://www.w3schools.com/python/python_string_formatting.asp,"PythonString Formatting
F-String was introduced in Python 3.6,
and is now the preferred way of formatting strings.
Before Python 3.6 we had to use theformat()method.
F-Strings
F-string allows you to format selected parts of a string.","txt = f""The price is 49 dollars""print(txt)
---
price = 59txt = f""The price is {price} dollars""print(txt)
---
price = 59txt = f""The price is {price:.2f} dollars""print(txt)",Python Avanzado
115,Python None,https://www.w3schools.com/python/python_none.asp,"PythonNone
Python None
Noneis a special constant in Python that represents the absence of a value.
Its data type isNoneType, andNoneis the only instance of aNoneTypeobject.
NoneType","x = Noneprint(x)
---
x = Noneprint(type(x))
---
result = Noneif result is None:print(""No result yet"")else:print(""Result is ready"")",Python Avanzado
116,Python User Input,https://www.w3schools.com/python/python_user_input.asp,"PythonUser Input
User Input
Python allows for user input.
That means we are able to ask the user for input.
The following example asks for your name, and when you enter a name, it gets printed on the screen:","print(""Enter your name:"")name = input()print(f""Hello {name}"")
---
name = input(""Enter your name:"")print(f""Hello {name}"")
---
name = input(""Enter your name:"")print(f""Hello {name}"")fav1 = input(""What is your favorite animal:"")fav2 = input(""What is your favorite color:"")fav3 = input(""What is your favorite number:"")print(f""Do you want a {fav2} {fav1} with {fav3} legs?"")",Python Avanzado
117,Python VirtualEnv,https://www.w3schools.com/python/python_virtualenv.asp,"PythonVirtual Environment
What is a Virtual Environment?
Avirtual environmentin Python is an isolated environment on your computer, where you can run and test your Python projects.
It allows you to manage project-specific dependencies without interfering with other projects or the original Python installation.
Think of a virtual environment as a separate container for each Python project. Each container:","C:\Users\Your Name>python -m venv myfirstproject
---
$python -m venv myfirstproject
---
myfirstprojectIncludeLibScripts.gitignorepyvenv.cfg",Python Avanzado
118,Python OOP,https://www.w3schools.com/python/python_oop.asp,"PythonOOP
What is OOP?
OOPstands forObject-Oriented Programming.
Python is an object-oriented language, allowing you to structure your code using classes and objects for better organization and reusability.
Advantages of OOP",,Python Avanzado
119,Python Classes/Objects,https://www.w3schools.com/python/python_classes.asp,"PythonClasses and Objects
Python Classes/Objects
Python is an object oriented programming language.
Almost everything in Python is an object, with its properties and methods.
A Class is like an object constructor, or a ""blueprint"" for creating objects.","class MyClass:x = 5
---
p1 = MyClass()print(p1.x)
---
del p1",Python Avanzado
120,Python __init__ Method,https://www.w3schools.com/python/python_class_init.asp,"Python__init__() Method
The __init__() Method
All classes have a built-in method called__init__(), which is always executed when the class is being initiated.
The__init__()method is used to assign values to object properties, or to perform operations that are necessary when the object is being created.
Example","class Person:def __init__(self, name, age):self.name = nameself.age = agep1 = Person(""Emil"", 36)print(p1.name)print(p1.age)
---
class Person:passp1 = Person()p1.name = ""Tobias""p1.age = 25print(p1.name)print(p1.age)
---
class Person:def __init__(self, name, age):self.name = nameself.age = agep1 = Person(""Linus"", 28)print(p1.name)print(p1.age)",Python Avanzado
121,Python self Parameter,https://www.w3schools.com/python/python_class_self.asp,"Pythonself Parameter
The self Parameter
Theselfparameter is a reference to the current instance of the class.
It is used to access properties and methods that belong to the class.
Example","class Person:def __init__(self, name, age):self.name = nameself.age = agedef greet(self):print(""Hello, my name is "" + self.name)p1 = Person(""Emil"", 25)p1.greet()
---
class Person:def __init__(self, name):self.name = namedef printname(self):print(self.name)p1 = Person(""Tobias"")p2 = Person(""Linus"")p1.printname()p2.printname()
---
class Person:def __init__(myobject, name, age):myobject.name = namemyobject.age = agedef greet(abc):print(""Hello, my name is "" + abc.name)p1 = Person(""Emil"", 36)p1.greet()",Python Avanzado
122,Python Class Properties,https://www.w3schools.com/python/python_class_properties.asp,"PythonClass Properties
Class Properties
Properties are variables that belong to a class. They store data for each object created from the class.
Example
Create a class with properties:","class Person:def __init__(self, name, age):self.name = nameself.age = agep1 = Person(""Emil"", 36)print(p1.name)print(p1.age)
---
class Car:def __init__(self, brand, model):self.brand = brandself.model = modelcar1 = Car(""Toyota"", ""Corolla"")print(car1.brand)print(car1.model)
---
class Person:def __init__(self, name, age):self.name = nameself.age = agep1 = Person(""Tobias"", 25)print(p1.age)p1.age = 26print(p1.age)",Python Avanzado
123,Python Class Methods,https://www.w3schools.com/python/python_class_methods.asp,"PythonClass Methods
Class Methods
Methods are functions that belong to a class. They define the behavior of objects created from the class.
Example
Create a method in a class:","class Person:def __init__(self, name):self.name = namedef greet(self):print(""Hello, my name is "" + self.name)p1 = Person(""Emil"")p1.greet()
---
class Calculator:def add(self, a, b):return a + bdef multiply(self, a, b):return a * bcalc = Calculator()print(calc.add(5, 3))print(calc.multiply(4, 7))
---
class Person:def __init__(self, name, age):self.name = nameself.age = agedef get_info(self):return f""{self.name} is {self.age} years old""p1 = Person(""Tobias"", 28)print(p1.get_info())",Python Avanzado
124,Python Inheritance,https://www.w3schools.com/python/python_inheritance.asp,"PythonInheritance
Python Inheritance
Inheritance allows us to define a class that inherits all the methods and properties from another class.
Parent classis the class being inherited from, also called 
base class.
Child classis the class that inherits from another class, 
also called derived class.","class Person:def __init__(self, fname, lname):self.firstname = fnameself.lastname = lnamedef printname(self):print(self.firstname, 
  self.lastname)#Use the Person class to create an object, and then 
  execute the printname method:x = Person(""John"", ""Doe"")x.printname()
---
class Student(Person):pass
---
x = Student(""Mike"", ""Olsen"")x.printname()",Python Avanzado
125,Python Polymorphism,https://www.w3schools.com/python/python_polymorphism.asp,"PythonPolymorphism
The word ""polymorphism"" means ""many forms"", and in programming it refers to
methods/functions/operators with the same name that can be executed on many 
objects or classes.
Function Polymorphism
An example of a Python function that can be used on different objects is thelen()function.
String","x = ""Hello World!""print(len(x))
---
mytuple = (""apple"", ""banana"", ""cherry"")print(len(mytuple))
---
thisdict =	{""brand"": ""Ford"",""model"": ""Mustang"",""year"": 1964}print(len(thisdict))",Python Avanzado
126,Python Encapsulation,https://www.w3schools.com/python/python_encapsulation.asp,"PythonEncapsulation
Python Encapsulation
Encapsulation is about protecting data inside a class.
It means keeping data (properties) and methods together in a class, while controlling how the data can be accessed from outside the class.
This prevents accidental changes to your data and hides the internal details of how your class works.","class Person:def __init__(self, name, age):self.name = nameself.__age = age  # Private propertyp1 = Person(""Emil"", 25)print(p1.name)print(p1.__age)  # This will cause an error
---
class Person:def __init__(self, name, age):self.name = nameself.__age = agedef get_age(self):return self.__agep1 = Person(""Tobias"", 25)print(p1.get_age())
---
class Person:def __init__(self, name, age):self.name = nameself.__age = agedef get_age(self):return self.__agedef set_age(self, age):if age > 0:self.__age = ageelse:print(""Age must be positive"")p1 = Person(""Tobias"", 25)print(p1.get_age())p1.set_age(26)print(p1.get_age())",Python Avanzado
127,Python Inner Classes,https://www.w3schools.com/python/python_class_inner.asp,"PythonInner Classes
Python Inner Classes
An inner class is a class defined inside another class. The inner class can access the properties and methods of the outer class.
Inner classes are useful for grouping classes that are only used in one place, making your code more organized.
Example","class Outer:def __init__(self):self.name = ""Outer Class""class Inner:def __init__(self):self.name = ""Inner Class""def display(self):print(""This is the inner class"")outer = Outer()print(outer.name)
---
class Outer:def __init__(self):self.name = ""Outer""class Inner:def __init__(self):self.name = ""Inner""def display(self):print(""Hello from inner class"")outer = Outer()inner = outer.Inner()inner.display()
---
class Outer:def __init__(self):self.name = ""Emil""class Inner:def __init__(self, outer):self.outer = outerdef display(self):print(f""Outer class name: {self.outer.name}"")outer = Outer()inner = outer.Inner(outer)inner.display()",Python Avanzado
128,Python File Handling,https://www.w3schools.com/python/python_file_handling.asp,"PythonFile Open
File handling is an important part of any web application.
Python has several functions for creating, reading, updating, and 
deleting files.
File Handling
The key function for working with files in Python is theopen()function.","f = open(""demofile.txt"")
---
f = open(""demofile.txt"", ""rt"")",Python Avanzado
